Name,Age,Height,Weight,ValueEUR,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall
K. Ishikawa,28,185,83,325000,Medium,Medium,64,61,56,62,22,58,62
A. Hassoun,24,178,70,550000,High,Medium,75,40,51,57,56,69,62
E. Sierra,19,170,63,950000,High,Medium,67,54,57,68,49,40,62
G. Dahl,25,181,75,475000,Medium,Medium,70,38,57,61,57,60,62
H. Ekitike,19,189,70,1000000,Medium,Medium,70,60,47,61,22,66,62
N. Boxall,29,183,77,0,Medium,High,73,28,42,49,60,73,62
M. Harris,22,182,75,900000,High,High,69,59,57,62,39,61,62
Hwang Mun Ki,24,176,70,600000,Medium,Medium,70,54,61,66,44,55,62
A. Tveter,30,190,86,400000,Medium,Medium,55,66,59,59,32,69,62
K. Toriumi,26,182,71,450000,Medium,Medium,60,23,43,42,63,63,62
S. Abdullah,22,189,72,850000,Medium,Medium,74,30,50,58,57,64,62
D. Lloyd,29,171,63,400000,Medium,Medium,76,61,57,64,32,46,62
J. Rasheed,29,191,88,300000,Medium,Medium,63,59,61,62,31,62,62
C. Lavery,28,180,76,400000,Medium,Medium,75,60,56,63,39,67,62
M. Canadi,23,184,76,625000,High,Medium,73,55,61,62,36,60,62
H. Rorig,21,182,76,850000,Medium,Medium,79,40,55,62,55,58,62
F. Parra,29,168,79,400000,Medium,Medium,61,53,56,64,54,61,62
Relu,23,183,74,825000,Low,Medium,53,46,59,56,61,59,62
Y. Ohashi,24,180,74,600000,High,Medium,66,61,49,63,36,71,62
A. Sobczyk,24,187,80,550000,Medium,Medium,66,61,43,61,25,61,62
J. McMillan,23,183,77,850000,Medium,Medium,67,33,49,56,58,66,62
A. Al Dohaim,27,182,75,425000,Medium,Medium,66,41,45,47,60,71,62
K. Zedadka,21,182,67,900000,Medium,Medium,72,53,58,64,48,53,62
X. Amaechi,20,179,79,950000,Medium,Medium,78,54,55,66,24,49,62
C. Lakin,22,183,70,850000,Medium,Medium,71,57,63,65,57,65,62
J. de Lange,23,188,78,775000,Medium,Medium,62,60,61,63,24,60,62
E. Hernández,38,185,83,45000,Medium,Medium,67,54,60,62,57,62,62
C. Makgaka,25,176,67,575000,Medium,Medium,71,50,67,61,50,60,62
O. Piri,26,190,82,425000,Medium,Medium,64,61,60,63,21,62,62
A. Sarr,20,188,83,950000,Medium,Medium,88,56,52,64,24,64,62
F. Sears,31,170,75,325000,High,High,69,61,60,66,38,59,62
N. Galle,22,186,79,775000,High,Medium,76,48,54,61,55,67,62
M. Baldisimo,21,168,74,925000,Low,High,54,43,64,60,58,53,62
Aitor Paredes,21,186,76,825000,Low,Medium,62,25,38,47,63,65,62
Jung San,32,191,86,200000,Medium,Medium,63,62,60,61,43,60,62
D. Pike,19,175,75,900000,Medium,High,74,33,52,61,56,56,62
P. Galindo,26,180,75,425000,Medium,Medium,62,60,62,63,46,61,62
L. van der Gaag,19,190,67,800000,Medium,Medium,34,30,41,45,63,64,62
A. Ouattara Mohammed,20,189,66,900000,Medium,Medium,71,24,45,56,60,74,62
Euclides Cabral,22,178,68,850000,High,Medium,80,43,50,61,58,61,62
Trabanco,20,177,66,950000,Medium,Medium,80,55,57,63,35,55,62
M. Choinière,22,175,68,600000,Medium,Medium,66,52,60,67,55,39,62
J. Houwen,25,188,73,425000,Medium,Medium,62,61,60,62,42,59,62
T. Taylor,20,185,80,900000,Medium,Medium,63,48,57,59,60,64,62
J. Iskanderov,27,168,60,450000,High,Low,66,59,62,60,51,62,62
N. Rehnen,24,191,82,475000,Medium,Medium,63,58,60,63,36,62,62
Alfonso Pastor,20,190,80,750000,Medium,Medium,69,63,66,60,22,58,62
Diogo Silva,26,188,83,500000,Medium,Medium,63,33,38,49,64,61,62
B. Barbu,29,178,74,400000,Medium,Medium,56,61,62,63,51,70,62
Zhang Chong,33,190,81,130000,Medium,Medium,62,61,64,60,54,61,62
I. Twum,23,175,63,875000,Medium,Medium,71,51,60,65,55,64,62
M. Hober,25,172,70,525000,Medium,Medium,73,50,60,70,34,57,62
L. Young,28,173,72,350000,High,Medium,67,59,62,63,57,65,62
B. Anunga,24,180,81,575000,High,High,62,40,58,56,56,69,62
Raullino Meneses,21,174,74,425000,Medium,Medium,62,43,58,53,62,66,62
J. Jesgarzewski,27,180,75,425000,High,Medium,69,40,56,54,57,64,62
Ahn Young Kyu,31,185,81,275000,Low,High,61,27,38,52,61,71,62
S. Guibert,32,188,82,250000,Medium,Medium,41,47,51,53,61,70,62
L. Šušnjara,24,188,88,600000,High,Medium,71,64,57,64,29,59,62
L. Soza,23,177,74,750000,Medium,Medium,72,35,50,55,59,49,62
C. Ibañez,21,179,75,850000,Medium,Medium,69,27,48,57,59,64,62
Y. Severin,24,188,79,525000,Medium,Medium,65,27,49,50,62,66,62
B. Sambou,23,184,75,600000,Medium,Medium,77,58,47,63,28,71,62
P. Álvarez,20,172,67,825000,Low,Medium,71,31,52,49,54,68,62
A. Gülay,18,174,70,875000,Medium,Medium,66,41,55,61,57,57,62
David Cuenca,19,180,70,900000,Medium,Medium,75,42,52,58,57,56,62
Bruno Jordão,22,180,73,900000,Medium,Medium,64,55,60,68,49,60,62
Duan Liuyu,22,176,73,900000,High,High,75,54,63,62,40,58,62
Sola,20,175,70,925000,Medium,Medium,64,37,49,53,61,59,62
N. Knight-Percival,34,182,73,130000,Medium,Medium,45,30,40,46,62,73,62
Jeon Min Gwang,28,187,73,400000,Medium,Medium,70,51,57,54,60,75,62
C. Hidalgo,35,184,74,170000,Medium,Medium,59,60,51,65,39,59,62
J. Argüello,29,178,72,400000,Medium,Medium,73,48,59,57,34,57,62
S. Drljača,22,192,92,775000,Medium,Medium,64,60,58,62,34,59,62
S. Shoretire,17,175,70,1200000,Medium,Medium,72,56,56,66,37,55,62
Javi Hernández,20,181,72,825000,Low,Medium,61,30,41,50,62,64,62
C. Patino,17,182,75,1200000,Medium,Medium,64,43,60,64,61,59,62
Ángel López,18,176,70,875000,Medium,Medium,76,36,51,61,58,63,62
H. Camara,19,197,85,875000,Medium,Medium,56,32,48,47,60,68,62
Elton Monteiro,27,192,82,375000,Medium,Medium,73,30,43,48,61,70,62
L. O'Neil,27,180,80,425000,Medium,Medium,65,53,58,60,60,73,62
Zhu Chenjie,20,185,78,900000,Medium,Medium,72,36,47,54,60,74,62
A. Fouda,21,181,74,850000,Medium,Medium,64,33,52,57,59,53,62
Y. Jaeschke,27,184,79,475000,Medium,Medium,66,63,52,59,32,67,62
J. Bursztyn,23,186,85,450000,Medium,Medium,64,60,58,63,26,61,62
A. Sarr,30,175,72,400000,Medium,Low,76,59,52,66,27,60,62
J. Ideho,17,180,70,900000,Medium,Medium,82,49,56,65,34,48,62
W. Bondo,17,177,63,1000000,High,Medium,75,55,56,71,58,63,62
S. Lagsir,18,178,73,1000000,Medium,Medium,82,54,54,69,44,54,62
H. Sudakov,18,177,68,925000,Medium,Medium,71,59,56,69,39,64,62
P. Banaszak,24,187,78,575000,Medium,High,81,59,50,59,18,70,62
Zhu Baojie,31,170,68,325000,Medium,Medium,62,53,61,62,52,59,62
A. Majrashi,21,173,64,950000,High,High,80,45,48,63,54,73,62
N. Mickelson,21,185,80,850000,High,Medium,77,33,46,61,57,67,62
S. Sidibe,20,172,70,875000,High,Medium,76,60,55,66,30,48,62
K. Kinoshita,26,190,85,525000,Medium,Medium,64,61,49,62,24,71,62
W. Omsberg,25,193,82,500000,Low,Medium,42,24,40,33,62,71,62
D. Watts,24,178,68,625000,Medium,Medium,63,57,62,64,56,55,62
A. Riccardi,20,178,68,950000,High,Medium,58,55,59,63,51,52,62
J. Hopcutt,29,180,74,400000,High,Medium,72,61,54,65,43,61,62
Ruan Teles,23,172,67,575000,High,Low,76,62,59,67,30,47,62
J. Vargas,25,173,68,550000,Medium,Medium,65,36,53,60,59,58,62
I. Diawara,26,194,93,400000,Medium,Medium,66,56,60,69,17,65,62
C. Cîrjan,18,174,60,1000000,Medium,Medium,63,54,65,66,44,39,62
D. Jakubik,31,183,77,300000,High,High,79,31,51,49,59,67,62
M. Almebäck,33,184,83,190000,Low,High,70,30,42,41,60,76,62
M. Correa,21,187,87,775000,Medium,Medium,64,59,53,66,22,55,62
J. Zemura,21,173,75,850000,High,Medium,73,34,48,60,57,58,62
F. Pérez,19,169,67,950000,High,Medium,86,58,55,62,47,60,62
Boubacar Hanne,22,175,68,975000,Medium,Low,85,50,50,68,35,58,62
A. Ibrahim,23,171,65,825000,High,High,68,45,55,61,61,56,62
D. Domgjoni,24,190,84,575000,Medium,Medium,65,35,51,38,64,64,62
D. van der Kust,20,178,70,825000,High,Medium,80,36,48,60,57,56,62
L. Hendrie,26,178,72,400000,Medium,High,70,35,55,58,57,67,62
N. Kawaguchi,27,177,72,425000,Medium,Medium,65,25,38,50,63,62,62
Júlio Romão,23,193,88,575000,Medium,Medium,55,41,55,58,57,73,62
D. Rogers,27,185,77,375000,Medium,Medium,64,62,63,63,46,62,62
A. Özçimen,19,198,86,900000,Medium,Medium,64,61,61,68,25,59,62
L. Meyer,29,185,78,400000,Medium,Medium,73,60,60,65,29,59,62
Hélder Sá,18,186,75,875000,Medium,Medium,66,36,58,64,58,57,62
J. Nisbet,22,158,58,900000,High,Medium,71,42,60,67,52,51,62
B. Walker,25,186,80,575000,High,Medium,67,57,58,64,59,70,62
M. Viniegra,33,180,79,240000,Medium,Medium,40,54,63,62,61,66,62
M. Høyland,25,185,77,525000,Medium,High,58,45,54,53,58,70,62
D. Ramaj,19,186,80,825000,Medium,Medium,65,62,66,64,24,61,62
J. García,23,186,72,775000,Medium,Medium,67,66,64,62,22,57,62
S. Guerrero,20,175,74,950000,High,Low,73,62,54,63,29,62,62
Ma Sang Hoon,29,182,84,325000,Medium,Medium,54,31,36,37,63,71,62
C. Staring,20,186,75,900000,Medium,Medium,65,43,54,54,61,64,62
F. Kastrati,29,180,77,400000,High,High,78,59,52,62,40,72,62
Matchoi Djaló,18,175,68,925000,High,Medium,85,51,57,65,33,46,62
M. Ibrahimoglu,20,175,66,875000,Medium,Medium,70,51,59,68,45,55,62
M. Nuñez,21,173,73,975000,Medium,Medium,63,54,61,65,48,56,62
V. Ingimundarson,22,181,70,900000,Medium,Medium,79,57,52,63,32,53,62
K. Hansen,26,180,72,425000,Medium,Medium,79,56,56,64,43,58,62
L. Slišković,26,180,79,525000,High,Medium,64,60,55,65,27,60,62
T. Lemperle,19,187,80,1000000,Medium,Medium,67,59,56,67,31,57,62
M. Bokele,21,180,70,825000,Low,High,62,30,36,41,66,59,62
I. Furu,27,191,84,450000,Medium,High,39,36,50,45,62,72,62
M. Godinho,24,178,70,475000,Medium,Medium,75,28,53,64,57,63,62
D. Gąska,24,176,65,575000,Medium,Medium,67,53,60,65,48,57,62
S. Pedroza,22,176,69,925000,Medium,Medium,71,43,61,64,56,59,62
J. Pulskamp,20,188,86,850000,Medium,Medium,63,60,59,62,24,62,62
T. Smola,32,191,86,325000,Medium,Medium,43,62,46,55,20,76,62
M. Solbakken,20,182,70,950000,Medium,Medium,65,52,60,65,55,65,62
F. Ferrero,25,185,82,500000,Medium,Medium,64,62,59,60,33,58,62
N. Mileusnić,27,180,71,425000,High,Low,90,57,54,64,25,55,62
J. Lennon,23,178,70,575000,Low,High,45,51,60,58,59,67,62
L. Lozoya,28,170,69,350000,Medium,Medium,58,34,41,61,64,61,62
R. González,20,172,68,825000,Medium,Medium,70,44,56,56,58,55,62
J. Klinsmann,24,194,84,500000,Medium,Medium,61,59,64,65,29,62,62
T. Baldé,19,182,68,900000,Medium,Medium,70,36,51,59,60,58,62
M. Buchalik,32,190,83,200000,Medium,Medium,61,63,62,60,33,67,62
B. Vazquez,22,188,79,650000,High,Low,66,60,48,57,20,66,62
L. Racic,22,187,74,825000,Medium,Medium,59,26,39,51,62,65,62
F. Winther,20,186,78,825000,Medium,Medium,58,31,50,57,62,62,62
M. Aaquist,26,176,64,500000,High,Medium,75,54,62,67,58,65,62
S. Theler,20,175,75,1000000,Medium,Medium,69,38,53,61,58,65,62
A. Sher,18,175,65,925000,Medium,Medium,67,45,58,68,50,58,62
J. Koutroumbis,23,183,73,475000,Medium,High,73,25,51,60,62,67,62
W. Burrell,31,178,72,300000,Medium,High,70,37,50,57,57,70,62
D. Devoy,19,177,66,1000000,High,Medium,63,51,61,66,47,58,62
M. Breunig,20,193,80,875000,Medium,Medium,66,61,45,64,22,65,62
D. Ajiboye,22,172,73,800000,High,Medium,90,54,52,65,37,59,62
L. McGee,25,193,83,425000,Medium,Medium,63,61,60,64,39,60,62
W. Cuesta,28,195,87,375000,Medium,Medium,60,59,58,61,47,68,62
A. Ito,22,182,78,600000,Medium,Medium,62,46,60,56,58,69,62
E. Kitolano,23,176,70,800000,Medium,Medium,75,62,57,62,29,49,62
R. Al Ghamdi,27,174,72,475000,Medium,Low,75,61,56,64,38,64,62
C. Herrmann,21,190,83,975000,Medium,Low,67,62,49,55,31,64,62
Ramón Juan,21,179,79,525000,Medium,Medium,60,61,59,64,26,62,62
W. Omari,21,185,78,825000,Low,Medium,55,33,46,49,61,67,62
J. Córdova,26,165,63,475000,High,Medium,76,39,61,61,56,53,62
R. Vega,17,177,74,950000,High,Medium,66,31,57,60,57,60,62
J. Ibáñez,26,181,79,450000,Medium,Medium,61,22,42,43,63,64,62
C. Özkacar,20,190,90,900000,Medium,Medium,51,30,49,52,60,72,62
Amorrortu,25,170,64,600000,High,Medium,72,62,54,64,27,52,62
J. Maddox,22,179,69,900000,High,Medium,71,55,61,65,39,55,62
Wang Hao,28,185,81,375000,High,Medium,68,43,49,54,60,73,62
Raúl Moro,18,168,60,1000000,Medium,Medium,71,52,56,69,27,36,62
M. Żurawski,20,184,77,950000,Medium,Medium,71,52,60,63,48,65,62
S. Siatravanis,28,172,70,400000,Medium,Medium,68,58,60,63,36,50,62
K. Smoliński,20,174,62,950000,Medium,High,64,52,60,64,58,60,62
Iker Bilbao,25,182,77,550000,Medium,Medium,59,53,63,62,55,66,62
C. Kinsombi,21,177,70,900000,Medium,Medium,82,42,56,66,31,58,62
Alfon,22,172,60,900000,Medium,Medium,74,63,51,67,32,53,62
A. Trubeha,23,186,75,550000,Medium,Medium,62,62,42,59,19,60,62
T. Cantoro,20,177,75,875000,High,Medium,60,63,44,61,25,63,62
R. Coronel,30,172,70,350000,Medium,Medium,70,34,51,49,60,55,62
T. Robinson,32,181,67,325000,High,High,72,63,49,62,38,66,62
Y. Soumaré,21,173,55,975000,Medium,Medium,72,60,54,67,24,52,62
A. Barboza,26,179,79,450000,Medium,High,49,35,51,47,64,70,62
D. Zalzman,25,173,70,550000,High,Medium,67,61,62,63,50,57,62
F. Nmecha,20,185,77,1000000,High,Medium,73,54,61,63,45,59,62
N. Rieble,25,183,80,475000,Medium,Medium,71,42,56,60,60,71,62
R. Loft,23,190,73,625000,Medium,Low,61,61,47,57,31,77,62
M. Harzan,32,165,55,325000,Medium,Medium,74,47,57,67,39,52,62
T. Zimmerschied,22,180,76,900000,High,Medium,69,56,57,65,35,56,62
S. Ahmed,26,178,70,425000,Medium,High,73,49,57,62,57,62,62
Shi Xiaotian,31,190,79,210000,Medium,Medium,64,61,57,67,37,56,62
I. Doukouré,17,182,70,850000,Medium,Medium,67,25,39,48,65,56,62
K. Sildillia,19,186,79,875000,Medium,Medium,57,25,42,47,62,62,62
M. Sosa,19,179,77,950000,Low,Low,69,60,57,65,25,50,62
S. Sané,28,187,86,400000,Medium,Medium,76,59,38,63,29,69,62
B. Young,18,185,73,1000000,High,High,83,61,49,62,23,62,62
M. Bloomfield,37,173,73,130000,Medium,High,48,54,63,62,62,60,62
W. Vargas,24,173,77,550000,Medium,Medium,63,28,50,59,59,61,62
Paco Puertas,25,184,74,725000,Medium,Medium,61,34,42,46,65,58,62
E. Boldewijn,28,185,76,400000,Medium,Medium,84,57,54,63,30,59,62
A. Al Jadani,30,180,67,300000,Medium,Medium,65,58,57,64,50,60,62
F. Melegoni,22,186,74,900000,Medium,Medium,53,53,65,63,55,50,62
J. Flere,23,182,68,675000,Medium,Medium,61,56,64,69,22,58,62
J. Eskesen,22,175,68,800000,Medium,High,69,50,60,67,54,59,62
Bruno Rodrigues,20,192,83,900000,Medium,High,55,33,42,36,64,66,62
C. Skuse,35,185,72,110000,Low,Medium,35,52,59,57,63,63,62
J. Gibbons,23,175,60,750000,High,Medium,71,35,55,62,58,64,62
A. Lewis,23,183,85,600000,Medium,Medium,68,38,54,58,59,70,62
B. Kiernan,28,175,81,400000,Medium,Medium,90,53,52,63,28,59,62
R. Hironaga,31,186,80,210000,Medium,Medium,64,60,60,65,24,61,62
D. Szelągowski,18,176,70,925000,High,Low,81,54,54,68,18,57,62
L. Lobato,20,174,70,875000,Medium,Medium,72,60,52,68,30,51,62
N. Dekoké,25,180,76,475000,High,Medium,61,53,52,60,62,57,62
P. Hütter,30,181,72,375000,Medium,Medium,66,54,60,62,57,63,62
F. Riedel,31,175,73,275000,High,Medium,73,43,60,61,60,66,62
L. Petkov,20,183,77,875000,High,Medium,75,54,61,66,52,59,62
R. Cundy,24,188,82,825000,High,Medium,52,26,37,45,64,66,62
M. Okazaki,22,181,77,750000,Medium,Medium,73,24,47,52,62,64,62
K. Kaïboué,22,182,65,775000,High,Medium,66,52,59,58,59,55,62
C. Mamengi,20,182,78,825000,Medium,Medium,72,35,47,53,60,69,62
Nuno da Silva,27,170,65,425000,Medium,Medium,66,52,61,64,42,45,62
M. Coyle,24,178,68,750000,Medium,High,70,36,54,60,57,66,62
P. Velasco,24,180,72,750000,Medium,Medium,68,26,51,58,57,63,62
Han Pengfei,28,190,80,375000,Medium,Medium,49,51,53,57,60,78,62
Guo Quanbo,23,183,87,675000,Medium,Medium,61,58,56,63,53,61,62
K. Bucker,25,198,86,425000,Medium,Medium,64,57,56,63,31,61,62
B. Díaz,22,187,83,775000,Medium,Medium,62,59,59,66,22,62,62
J. Rioja,33,178,78,190000,Low,Medium,49,31,42,44,60,72,62
L. Dehl,19,179,76,850000,Medium,Medium,61,56,59,65,44,54,62
N. Wood,19,188,75,975000,Medium,Medium,76,24,39,45,62,65,62
A. Golec,31,191,85,275000,Medium,Medium,48,30,44,45,62,73,62
S. Bușu,31,176,73,300000,High,Medium,65,36,53,59,56,64,62
D. Solomons,22,182,71,750000,Medium,Medium,70,31,39,45,65,62,62
G. Bentil,20,185,73,875000,Medium,Low,76,63,47,57,20,64,62
E. Whitehouse,27,180,80,450000,High,High,68,59,59,64,57,76,62
Chanza,23,182,74,775000,Medium,Medium,62,63,64,61,32,60,62
N. Smith,25,182,72,475000,Medium,Medium,56,31,37,40,62,73,62
A. Williams,34,188,78,190000,High,Medium,56,63,53,60,27,68,62
S. Șerban,21,179,64,950000,Medium,High,83,43,50,54,58,65,62
L. Kreković,21,182,76,900000,High,Medium,74,59,61,62,47,65,62
Mario Rodríguez,24,176,65,625000,Medium,Medium,75,53,55,66,22,51,62
O. Hedvall,22,195,89,775000,Medium,Medium,66,60,63,64,30,60,62
S. Asta,20,178,75,925000,Medium,Medium,66,31,47,62,60,58,62
B. Jackson,20,178,73,925000,High,Medium,79,35,49,60,59,58,62
D. Dumitrascu,26,182,76,475000,High,High,73,55,65,56,58,68,62
Capita,19,171,63,950000,Medium,Medium,73,50,57,72,20,40,62
J. Sambu Mansoni,25,185,78,525000,High,Medium,76,57,53,60,55,70,62
M. Warming,21,187,72,800000,High,Low,83,54,53,66,32,49,62
J. Szmatuła,40,188,85,45000,Medium,Medium,58,61,61,60,32,66,62
L. Markmanrud,20,180,71,825000,Medium,Medium,68,36,47,57,59,59,62
R. Crichlow,22,184,72,825000,Medium,Medium,65,34,41,53,63,64,62
O. Schönfelder,20,181,74,950000,Medium,Medium,75,57,56,65,47,55,62
A. Rowe,20,180,70,950000,High,Medium,78,53,57,67,29,48,62
J. Kadiri,21,182,78,975000,Medium,Medium,77,62,38,53,21,66,62
A. Apostolopoulos,18,175,67,975000,Low,Medium,84,41,48,63,56,55,62
T. Sasaki,23,166,59,800000,Medium,Medium,79,60,58,67,32,47,62
M. Baudry,33,188,80,190000,Medium,High,45,32,47,54,61,69,62
T. Fayulu,21,192,84,850000,Medium,Medium,65,63,59,64,26,59,62
C. Piergianni,29,185,78,325000,Medium,Medium,40,26,39,44,60,81,62
J. Clarke,29,183,71,325000,Medium,Medium,62,37,54,59,63,64,62
Y. Baas,18,182,73,875000,High,Medium,68,34,54,60,60,56,62
T. Savin,20,194,80,500000,Medium,Medium,64,62,62,63,27,63,62
R. Johnson,24,188,85,525000,High,Medium,72,24,44,53,60,73,62
M. Cabit,28,180,75,350000,Medium,Medium,67,38,58,61,62,58,62
W. Smith,22,184,72,750000,Medium,Medium,67,26,40,45,62,71,62
M. Jones,33,183,78,240000,Medium,High,68,59,62,62,59,74,62
J. Castillo,20,185,78,900000,Medium,Medium,59,53,55,60,57,69,62
W. Kurtović,25,190,85,575000,Medium,Medium,58,58,61,63,56,72,62
C. Harries,24,185,75,525000,Medium,High,56,26,55,56,62,64,62
L. Corbu,27,174,68,375000,Medium,Medium,74,35,50,56,57,65,62
M. Lamti,20,196,79,825000,Medium,High,57,42,54,55,60,67,62
G. Kokhreidze,22,171,73,900000,Medium,Medium,75,57,61,62,44,48,62
R. Sjöstedt,29,184,75,325000,Medium,Medium,71,37,55,56,59,72,62
U. Tosun,28,179,68,400000,High,Medium,68,53,60,66,54,64,62
J. Braut-Brunes,20,188,78,875000,Medium,Medium,72,59,54,64,41,67,62
B. Ametov,22,179,70,650000,High,Low,74,60,52,67,23,53,62
N. Fukumori,28,183,79,375000,Medium,Medium,65,42,47,48,61,73,62
F. Hernandez,23,170,61,875000,High,High,69,58,59,64,53,58,62
S. Renel,19,183,71,850000,Medium,Medium,75,56,61,66,38,49,62
M. Wasielewski,27,172,73,375000,High,Medium,76,34,54,58,56,68,62
C. Cherchez,30,183,65,400000,Medium,Low,69,63,57,62,32,58,62
J. Fedl,22,188,74,750000,Medium,Medium,60,26,39,46,63,64,62
Etxaburu,27,181,71,425000,High,Medium,62,60,59,63,46,53,62
A. Al Owayshir,30,186,71,275000,Medium,Medium,67,57,60,64,38,55,62
A. Nadesan,26,188,70,475000,High,Medium,82,59,50,61,26,64,62
U. Fredriksen,22,189,89,825000,Medium,Medium,55,27,43,46,60,72,62
A. Bakir,20,179,71,950000,Medium,Medium,73,53,60,69,31,58,62
D. Drysdale,21,196,76,925000,Medium,Medium,69,27,46,49,61,72,62
A. Fofana,21,170,63,800000,Medium,Medium,84,47,55,63,53,54,62
R. Alarcón,29,176,65,400000,Medium,Medium,68,61,45,60,25,52,62
Chen Zhizhao,33,172,68,240000,Medium,Low,72,62,61,66,48,48,62
B. Killip,25,188,74,500000,Medium,Medium,62,60,61,63,43,62,62
G. Thomason,20,177,69,875000,Medium,Medium,68,50,59,62,56,59,62
A. Morris,19,178,72,800000,Medium,Medium,70,50,53,60,61,70,62
C. Krempicki,26,178,78,475000,High,High,63,54,57,62,57,68,62
T. Doyle,19,172,72,1000000,Medium,High,63,55,65,64,55,62,62
C. Senior,24,176,64,600000,Medium,Low,91,54,53,64,34,50,62
C. Odoi-Atsem,26,178,68,450000,Medium,Medium,75,42,56,61,59,59,62
G. Ahadme,20,188,76,975000,High,Medium,62,60,50,62,30,65,62
W. Mejía,22,183,74,900000,High,Medium,68,52,66,65,49,59,62
Bi Jinhao,30,190,75,400000,High,Medium,54,60,56,57,57,72,62
M. Virtue,24,175,66,625000,High,High,68,54,57,65,58,61,62
M. Ferreira,29,179,76,350000,Medium,Medium,70,45,53,56,57,67,62
S. Shopov,19,179,68,950000,High,Medium,73,48,65,65,27,44,62
R. Astley,19,184,70,975000,Medium,Medium,51,34,52,48,64,55,62
I. Matanović,18,194,90,1000000,Medium,Low,66,61,47,59,33,65,62
T. Dombrowa,21,170,70,600000,Medium,Medium,72,60,59,67,25,41,62
P. Kalambayi,21,183,80,925000,Medium,Medium,69,22,41,44,62,73,62
L. Watson,19,176,60,950000,Medium,Medium,66,49,60,67,41,45,62
R. Devine,19,183,70,1000000,High,Medium,70,40,55,61,60,63,62
N. Featherstone,32,170,71,275000,Medium,Medium,56,58,62,62,58,68,62
A. Mihaiu,22,179,74,600000,High,Medium,76,55,56,63,21,54,62
F. Honda,20,170,64,950000,Medium,Medium,65,47,61,62,47,55,62
S. Schreck,22,180,63,900000,Medium,Medium,62,48,61,68,54,41,62
T. Cissokho,21,200,88,750000,Low,Medium,50,33,35,38,63,73,62
N. Madsen,21,193,76,900000,Medium,Medium,63,49,61,64,58,63,62
Marcos Lavín,24,190,79,475000,Medium,Medium,60,64,56,65,31,58,62
C. Daniel,33,180,73,210000,High,Medium,68,56,57,64,57,73,62
L. Brănescu,27,194,86,425000,Medium,Medium,62,60,56,65,53,56,62
T. Hasal,21,193,86,775000,Medium,Medium,63,58,52,65,26,61,62
S. Mackie,22,173,69,575000,Medium,Medium,75,40,56,63,55,72,62
Y. Akiyama,26,172,70,450000,High,Medium,66,51,59,65,56,62,62
D. Dziwniel,28,178,72,350000,Medium,Medium,71,44,56,63,58,65,62
L. Caballero,31,175,74,325000,Low,Low,44,64,54,62,43,58,62
L. Norris,28,184,84,400000,High,Low,63,63,50,59,27,73,62
R. Oates,26,188,74,500000,High,Medium,75,61,51,62,34,68,62
M. Olivieri,22,177,73,900000,High,Low,72,59,51,64,25,60,62
J. Reeves,28,173,70,400000,High,High,74,53,62,67,53,67,62
I. Vekič,23,192,86,500000,Medium,Medium,61,64,67,67,32,61,62
S. Szota,22,186,80,825000,Medium,High,77,27,45,46,60,74,62
A. Ounahi,21,182,62,975000,Medium,Medium,61,50,61,65,56,53,62
T. Dallison,25,193,84,525000,Medium,Medium,45,26,45,45,60,75,62
Vitinha,21,178,74,900000,Medium,Medium,63,64,44,57,27,59,62
A. Disaro,25,175,72,600000,High,Medium,57,64,52,62,26,60,62
F. Mina,22,175,70,650000,Medium,Low,84,49,54,62,45,53,62
M. Picouleau,21,171,63,900000,Medium,Medium,65,51,63,69,53,41,62
Jája Silva,22,175,70,575000,High,Medium,77,55,55,68,32,44,62
O. Cissé,30,195,85,325000,Medium,Medium,47,48,53,51,60,81,62
Kim Sang Won,29,176,69,350000,High,Medium,76,52,58,62,56,62,62
T. Børkeeiet,22,189,83,850000,Medium,Medium,57,46,56,60,61,67,62
J. Kabongo,23,194,88,750000,Medium,High,62,29,45,47,61,69,62
S. Yoshida,24,184,83,475000,Medium,Medium,66,58,63,65,32,57,62
P. Osew,20,168,68,925000,High,Medium,83,49,53,62,55,59,62
A. Pattison,23,173,70,625000,Medium,Medium,69,53,59,66,60,63,62
Liu Yang,30,188,79,325000,Low,High,59,36,50,53,59,73,62
A. Schoenfeld,31,193,86,325000,High,High,62,61,52,58,29,72,62
Alan Godoy,18,178,70,1000000,Medium,Medium,76,60,48,66,31,49,62
Lucas Covolan,30,193,85,275000,Medium,Medium,61,60,61,63,23,62,62
S. Kroon,24,186,80,625000,Medium,Medium,74,58,55,61,31,58,62
H. Kambou,36,184,77,70000,Low,Medium,62,33,48,48,62,66,62
M. Żyro,22,188,83,575000,Medium,High,60,34,38,39,61,72,62
J. Ortiz,37,180,74,130000,Medium,Medium,65,56,62,59,59,71,62
G. Serdán,26,189,84,400000,Medium,Medium,61,60,62,64,22,60,62
A. Seidu,21,173,68,850000,Medium,Medium,64,28,45,59,63,43,62
I. Popescu,27,188,80,400000,Medium,Medium,63,58,62,64,19,59,62
E. Banda,23,178,73,625000,High,Medium,67,59,63,64,47,57,62
K. Dennis,31,180,75,325000,High,High,67,63,51,59,37,71,62
F. Rohner,22,178,68,900000,Medium,Medium,83,53,54,63,48,50,62
